System Time,RDTSC,Elapsed Time (sec), CPU Utilization,CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
20:32:43:072,3.05E+14,0.122,26,3700,21.209,2.578,0.716,18.913,2.299,0.639,73,0,0.842,0.102,0.028,0.023,0.003,0.001,51,51,71,0,0,4,0.429
20:32:43:180,3.05E+14,0.23,19,3700,16.326,4.344,1.207,14.232,3.838,1.066,69,0,0.61,0.168,0.047,0.014,0.004,0.001,51,51,71,0,0,3,0.163
20:32:43:288,3.05E+14,0.338,23,3700,19.356,6.445,1.79,17.319,5.719,1.589,74,0,0.681,0.242,0.067,0.006,0.005,0.001,51,51,71,0,0,2,0.074
20:32:43:399,3.05E+14,0.449,7,3700,7.158,7.238,2.011,5.352,6.311,1.753,67,0,0.315,0.277,0.077,0.004,0.005,0.001,51,51,71,0,0,1,0
20:32:43:508,3.05E+14,0.558,9,3700,10.228,8.348,2.319,8.39,7.222,2.006,63,0,0.326,0.313,0.087,0.009,0.006,0.002,51,51,71,0,0,110,0
20:32:43:616,3.05E+14,0.666,10,3700,11.124,9.553,2.654,9.204,8.219,2.283,68,0,0.421,0.358,0.099,0.012,0.008,0.002,51,51,71,0,0,2,0.082
20:32:43:726,3.05E+14,0.776,21,3700,9.545,10.609,2.947,7.659,9.066,2.518,63,0,0.513,0.415,0.115,0.012,0.009,0.002,51,51,71,0,0,3,0.158
20:32:43:835,3.05E+14,0.885,10,3700,12.799,11.993,3.331,10.615,10.214,2.837,61,0,0.543,0.474,0.132,0.038,0.013,0.004,51,51,71,0,0,9,1.132
20:32:43:945,3.05E+14,0.995,5,800,2.226,12.239,3.4,0.765,10.299,2.861,58,0,0.313,0.508,0.141,0.003,0.013,0.004,51,51,71,0,0,21,0
20:32:44:053,3.05E+14,1.103,7,800,2.07,12.463,3.462,0.73,10.377,2.883,57,0,0.266,0.537,0.149,0.093,0.024,0.007,51,51,71,0,0,28,0
20:32:44:162,3.05E+14,1.212,8,3500,6.147,13.129,3.647,4.414,10.856,3.016,58,0,0.203,0.559,0.155,0.254,0.051,0.014,51,51,71,0,0,91,0
20:32:44:271,3.05E+14,1.321,14,3700,12.002,14.441,4.011,9.993,11.948,3.319,62,0,0.602,0.625,0.174,0.252,0.079,0.022,51,51,71,0,0,10,1.852
20:32:44:380,3.05E+14,1.43,8,2200,7.801,15.289,4.247,5.769,12.576,3.493,59,0,0.626,0.693,0.192,0.38,0.12,0.033,51,51,71,0,0,54,10.308
20:32:44:489,3.05E+14,1.539,6,1100,3.329,15.652,4.348,1.902,12.783,3.551,58,0,0.214,0.716,0.199,0.197,0.141,0.039,51,51,71,0,0,1,0
20:32:44:598,3.05E+14,1.648,15,1900,3.2,16.001,4.445,1.509,12.947,3.596,58,0,0.439,0.764,0.212,0.347,0.179,0.05,51,51,71,0,0,46,8.986
20:32:44:707,3.05E+14,1.757,13,3700,8.348,16.911,4.698,6.269,13.631,3.786,60,0,0.732,0.844,0.234,0.492,0.233,0.065,51,51,71,0,0,90,17.619
20:32:44:817,3.05E+14,1.867,22,3700,11.64,18.194,5.054,9.605,14.69,4.08,63,0,0.689,0.92,0.256,0.429,0.28,0.078,51,51,71,0,0,72,14.079
20:32:44:927,3.05E+14,1.977,11,800,6.037,18.859,5.239,3.853,15.114,4.198,58,0,0.576,0.983,0.273,0.452,0.33,0.092,51,51,71,0,0,85,14.384
20:32:45:037,3.05E+14,2.087,11,2600,5.935,19.51,5.419,3.912,15.543,4.317,59,0,0.633,1.053,0.292,0.451,0.38,0.105,51,51,71,0,0,76,15.2
20:32:45:145,3.05E+14,2.194,11,3700,9.852,20.569,5.714,7.59,16.359,4.544,60,0,0.713,1.129,0.314,0.451,0.428,0.119,51,51,71,0,0,74,14.487
20:32:45:256,3.05E+14,2.306,11,3100,7.627,21.422,5.951,5.655,16.991,4.72,60,0,0.632,1.2,0.333,0.445,0.478,0.133,51,51,71,0,0,75,14.353
20:32:45:366,3.05E+14,2.415,29,3700,17.711,23.358,6.488,15.092,18.641,5.178,65,0,0.887,1.297,0.36,0.421,0.524,0.146,51,51,71,0,0,67,12.76
20:32:45:475,3.05E+14,2.524,8,900,3.536,23.744,6.595,2.026,18.862,5.24,59,0,0.255,1.325,0.368,0.22,0.548,0.152,51,51,71,0,0,22,0.799
20:32:45:583,3.05E+14,2.632,16,900,4.257,24.203,6.723,2.812,19.166,5.324,58,0,0.205,1.347,0.374,0.242,0.574,0.159,51,51,71,0,0,9,0
20:32:45:694,3.05E+14,2.744,15,3700,3.419,24.583,6.829,1.762,19.362,5.378,58,0,0.216,1.371,0.381,0.212,0.598,0.166,51,51,71,0,0,91,0
20:32:45:837,3.05E+14,2.887,17,3400,4.998,25.299,7.027,3.32,19.837,5.51,61,0,0.291,1.413,0.392,0.218,0.629,0.175,51,51,71,0,0,5,0.846
20:32:45:912,3.05E+14,2.962,1,1400,3.368,25.552,7.098,1.961,19.984,5.551,57,0,0.202,1.428,0.397,0.201,0.644,0.179,51,51,71,0,0,4,0.319
20:32:46:022,3.05E+14,3.072,26,3700,10.67,26.723,7.423,9.005,20.973,5.826,69,0,0.601,1.494,0.415,0.299,0.677,0.188,51,51,71,0,0,39,7.144
20:32:46:133,3.05E+14,3.183,7,1700,8.112,27.626,7.674,6.335,21.678,6.022,59,0,0.454,1.544,0.429,0.342,0.715,0.198,51,51,71,0,0,44,8.763
20:32:46:243,3.05E+14,3.293,9,3700,6.677,28.358,7.877,4.945,22.22,6.172,59,0,0.326,1.58,0.439,0.222,0.739,0.205,51,51,71,0,0,10,1.749
20:32:46:354,3.05E+14,3.404,7,900,2.476,28.634,7.954,1.055,22.337,6.205,57,0,0.209,1.603,0.445,0.195,0.761,0.211,51,51,71,0,0,17,0
20:32:46:452,3.05E+14,3.501,5,900,2.471,28.874,8.021,0.845,22.419,6.228,57,0,0.158,1.619,0.45,0.247,0.785,0.218,51,51,71,0,0,27,0
20:32:46:572,3.05E+14,3.622,4,900,2.454,29.171,8.103,0.965,22.536,6.26,57,0,0.178,1.64,0.456,0.244,0.814,0.226,51,51,71,0,0,7,0
20:32:46:669,3.05E+14,3.719,2,900,2.646,29.427,8.174,1.241,22.656,6.293,57,0,0.156,1.655,0.46,0.211,0.835,0.232,51,51,71,0,0,8,0
20:32:46:801,3.05E+14,3.851,14,3700,4.574,30.03,8.342,3.144,23.07,6.408,67,0,0.2,1.682,0.467,0.223,0.864,0.24,51,51,71,0,0,7,1.269
20:32:46:887,3.05E+14,3.937,2,1200,3.601,30.34,8.428,2.129,23.254,6.459,57,0,0.222,1.701,0.472,0.205,0.882,0.245,51,51,71,0,0,5,0.58
20:32:46:996,3.05E+14,4.046,6,900,2.179,30.577,8.494,0.544,23.313,6.476,57,0,0.161,1.718,0.477,0.196,0.903,0.251,51,51,71,0,0,21,0
20:32:47:106,3.05E+14,4.156,6,900,2.552,30.858,8.572,0.96,23.419,6.505,57,0,0.171,1.737,0.483,0.249,0.93,0.258,51,51,71,0,0,24,0
20:32:47:215,3.05E+14,4.265,3,900,2.802,31.164,8.657,0.924,23.52,6.533,56,0,0.176,1.756,0.488,0.248,0.958,0.266,51,51,71,0,0,10,0
20:32:47:326,3.05E+14,4.376,2,900,2.904,31.486,8.746,1.49,23.685,6.579,57,0,0.164,1.775,0.493,0.211,0.981,0.272,51,51,71,0,0,9,0
20:32:47:438,3.05E+14,4.488,4,900,2.521,31.769,8.825,1.11,23.809,6.614,56,0,0.165,1.793,0.498,0.213,1.005,0.279,51,51,71,0,0,19,0
20:32:47:549,3.05E+14,4.599,5,900,2.38,32.033,8.898,0.929,23.912,6.642,56,0,0.167,1.812,0.503,0.243,1.032,0.287,51,51,71,0,0,26,0
20:32:47:659,3.05E+14,4.708,2,900,2.519,32.308,8.974,1.068,24.029,6.675,56,0,0.167,1.83,0.508,0.256,1.06,0.294,51,51,71,0,0,9,0
20:32:47:768,3.05E+14,4.817,5,3700,2.665,32.599,9.055,1.283,24.169,6.714,56,0,0.171,1.848,0.513,0.214,1.083,0.301,51,51,71,0,0,1,0
20:32:47:879,3.05E+14,4.929,4,1500,6.108,33.282,9.245,4.271,24.647,6.846,57,0,0.231,1.874,0.521,0.21,1.107,0.307,51,51,71,0,0,7,0.971
20:32:47:990,3.05E+14,5.04,5,900,2.291,33.536,9.315,0.874,24.743,6.873,56,0,0.17,1.893,0.526,0.198,1.129,0.314,51,51,71,0,0,22,0
20:32:48:098,3.05E+14,5.148,7,800,3.293,33.892,9.414,1.589,24.915,6.921,56,0,0.193,1.914,0.532,0.256,1.156,0.321,51,51,71,0,0,10,0
20:32:48:207,3.05E+14,5.257,13,3700,7.147,34.666,9.63,5.343,25.494,7.082,61,0,0.319,1.949,0.541,0.216,1.18,0.328,51,51,71,0,0,133,0
20:32:48:316,3.05E+14,5.366,16,3700,16.71,36.493,10.137,14.831,27.116,7.532,85,0,0.367,1.989,0.552,0.2,1.202,0.334,51,51,71,0,0,1,0
20:32:48:427,3.05E+14,5.477,9,1400,6.479,37.214,10.337,4.575,27.625,7.673,58,0,0.266,2.018,0.561,0.206,1.225,0.34,51,51,71,0,0,0,0
20:32:48:537,3.05E+14,5.587,10,800,2.301,37.466,10.407,0.739,27.706,7.696,57,0,0.197,2.04,0.567,0.199,1.246,0.346,51,51,71,0,0,15,0
20:32:48:645,3.05E+14,5.695,4,3700,3.609,37.855,10.515,1.941,27.915,7.754,65,0,0.177,2.059,0.572,0.235,1.272,0.353,51,51,71,0,0,1,0
20:32:48:754,3.05E+14,5.804,7,1300,6.715,38.593,10.72,4.896,28.453,7.904,57,0,0.244,2.086,0.579,0.196,1.293,0.359,51,51,71,0,0,1,0
20:32:48:864,3.05E+14,5.913,10,3100,8.016,39.467,10.963,5.932,29.099,8.083,58,0,0.375,2.127,0.591,0.215,1.317,0.366,51,51,71,0,0,8,1.055
20:32:48:974,3.05E+14,6.024,8,800,3.079,39.807,11.057,1.601,29.276,8.132,57,0,0.231,2.152,0.598,0.197,1.338,0.372,51,51,71,0,0,18,0
20:32:49:083,3.05E+14,6.133,6,900,2.249,40.053,11.126,0.806,29.364,8.157,56,0,0.162,2.17,0.603,0.242,1.365,0.379,51,51,71,0,0,27,0
20:32:49:195,3.05E+14,6.245,6,800,2.655,40.35,11.208,0.999,29.476,8.188,56,0,0.173,2.189,0.608,0.259,1.394,0.387,51,51,71,0,0,25,0
20:32:49:306,3.05E+14,6.356,4,900,2.334,40.609,11.28,0.865,29.572,8.215,56,0,0.155,2.206,0.613,0.253,1.422,0.395,51,51,71,0,0,24,0
20:32:49:416,3.05E+14,6.466,4,900,2.289,40.861,11.35,0.842,29.665,8.24,56,0,0.155,2.224,0.618,0.249,1.449,0.403,51,51,71,0,0,24,0
20:32:49:512,3.05E+14,6.561,2,3300,3.171,41.162,11.434,1.708,29.827,8.285,56,0,0.174,2.24,0.622,0.259,1.474,0.409,51,51,71,0,0,97,0
20:32:49:636,3.05E+14,6.686,3,900,2.021,41.415,11.504,0.631,29.906,8.307,56,0,0.156,2.259,0.628,0.195,1.498,0.416,51,51,71,0,0,4,0
20:32:49:761,3.05E+14,6.81,6,900,2.489,41.724,11.59,1.079,30.04,8.344,56,0,0.173,2.281,0.634,0.21,1.524,0.423,51,51,71,0,0,7,0
20:32:49:856,3.05E+14,6.906,7,3700,5.882,42.285,11.746,4.375,30.457,8.46,57,0,0.267,2.306,0.641,0.242,1.547,0.43,51,51,71,0,0,12,1.559
20:32:49:966,3.05E+14,7.016,3,900,2.63,42.574,11.826,1.229,30.592,8.498,55,0,0.161,2.324,0.646,0.199,1.569,0.436,51,51,71,0,0,21,0
20:32:50:076,3.05E+14,7.126,3,900,2.483,42.847,11.902,1.038,30.706,8.53,56,0,0.168,2.342,0.651,0.252,1.597,0.444,51,51,71,0,0,9,0
20:32:50:186,3.05E+14,7.236,7,1200,4.682,43.362,12.045,3.205,31.059,8.628,56,0,0.251,2.37,0.658,0.213,1.62,0.45,51,51,71,0,0,2,0
20:32:50:297,3.05E+14,7.347,7,3700,5.182,43.939,12.205,3.635,31.464,8.74,59,0,0.181,2.39,0.664,0.198,1.643,0.456,51,51,71,0,0,89,0
20:32:50:409,3.05E+14,7.458,4,800,2.492,44.217,12.283,1.007,31.576,8.771,56,0,0.156,2.408,0.669,0.195,1.664,0.462,51,51,71,0,0,4,0
20:32:50:519,3.05E+14,7.569,5,1500,5.496,44.822,12.451,3.712,31.985,8.885,57,0,0.345,2.446,0.679,0.236,1.69,0.47,51,51,71,0,0,9,1.162
20:32:50:630,3.05E+14,7.679,6,900,2.21,45.067,12.519,0.644,32.057,8.905,56,0,0.18,2.466,0.685,0.198,1.712,0.476,51,51,71,0,0,8,0
20:32:50:740,3.05E+14,7.79,6,900,6.168,45.748,12.708,4.434,32.546,9.041,57,0,0.25,2.493,0.693,0.214,1.736,0.482,51,51,71,0,0,7,0
20:32:50:850,3.05E+14,7.9,8,3700,6.467,46.458,12.905,4.858,33.079,9.189,58,0,0.299,2.526,0.702,0.236,1.762,0.489,51,51,71,0,0,8,1.187
20:32:50:959,3.05E+14,8.009,3,800,2.752,46.758,12.988,1.18,33.208,9.224,56,0,0.162,2.544,0.707,0.199,1.783,0.495,51,51,71,0,0,7,0
20:32:51:069,3.05E+14,8.119,2,900,2.445,47.028,13.063,1.029,33.321,9.256,56,0,0.156,2.561,0.711,0.212,1.807,0.502,51,51,71,0,0,7,0
20:32:51:180,3.05E+14,8.23,5,900,2.948,47.355,13.154,1.35,33.471,9.298,56,0,0.174,2.58,0.717,0.212,1.83,0.508,51,51,71,0,0,23,0
20:32:51:290,3.05E+14,8.34,2,2300,3.389,47.728,13.258,1.882,33.678,9.355,55,0,0.219,2.604,0.723,0.254,1.858,0.516,51,51,71,0,0,1,0
20:32:51:400,3.05E+14,8.45,4,800,1.991,47.947,13.319,0.591,33.743,9.373,55,0,0.161,2.622,0.728,0.197,1.88,0.522,51,51,71,0,0,7,0
20:32:51:509,3.05E+14,8.559,3,2100,4.701,48.458,13.461,3.038,34.074,9.465,56,0,0.229,2.647,0.735,0.209,1.903,0.529,51,51,71,0,0,1,0
20:32:51:620,3.05E+14,8.67,10,3700,3.125,48.806,13.557,1.503,34.241,9.511,58,0,0.182,2.667,0.741,0.199,1.925,0.535,51,51,71,0,0,116,0
20:32:51:730,3.05E+14,8.78,4,900,3.001,49.136,13.649,1.305,34.385,9.551,56,0,0.178,2.687,0.746,0.196,1.947,0.541,51,51,71,0,0,3,0
20:32:51:840,3.05E+14,8.889,13,3700,4.743,49.655,13.793,3.259,34.741,9.65,58,0,0.276,2.717,0.755,0.24,1.973,0.548,51,51,71,0,0,10,1.313
20:32:51:964,3.05E+14,9.014,6,800,3.04,50.034,13.898,1.461,34.923,9.701,56,0,0.178,2.739,0.761,0.195,1.997,0.555,51,51,71,0,0,15,0
20:32:52:059,3.05E+14,9.109,21,3700,14.111,51.369,14.269,12.092,36.067,10.019,67,0,0.667,2.802,0.778,0.305,2.026,0.563,51,51,71,0,0,24,2.932
20:32:52:183,3.05E+14,9.233,18,3700,14.306,53.149,14.764,12.687,37.646,10.457,77,0,0.399,2.852,0.792,0.241,2.056,0.571,51,51,71,0,0,16,2.027
20:32:52:294,3.05E+14,9.343,12,3700,12.252,54.5,15.139,10.829,38.84,10.789,70,0,0.157,2.869,0.797,0.207,2.079,0.577,51,51,71,0,0,127,0
20:32:52:405,3.05E+14,9.455,17,3800,14.567,56.123,15.59,13.101,40.3,11.194,79,0,0.169,2.888,0.802,0.206,2.102,0.584,51,51,71,0,0,0,0
20:32:52:515,3.05E+14,9.565,12,3700,12.065,57.454,15.959,10.71,41.481,11.522,73,0,0.157,2.906,0.807,0.201,2.124,0.59,51,51,71,0,0,117,0
20:32:52:625,3.05E+14,9.674,12,3700,12.198,58.788,16.33,10.829,42.665,11.851,75,0,0.158,2.923,0.812,0.202,2.146,0.596,51,51,71,0,0,1,0
20:32:52:735,3.05E+14,9.785,13,3700,12.503,60.168,16.713,11.029,43.882,12.19,71,0,0.169,2.942,0.817,0.197,2.168,0.602,51,51,71,0,0,0,0
20:32:52:845,3.05E+14,9.895,22,3700,14.937,61.817,17.171,13.539,45.377,12.605,71,0,0.241,2.968,0.824,0.216,2.192,0.609,51,51,71,0,0,9,1.192
20:32:52:956,3.05E+14,10.006,15,3700,13.463,63.306,17.585,11.924,46.696,12.971,72,0,0.26,2.997,0.832,0.196,2.213,0.615,51,51,71,0,0,133,0
20:32:53:067,3.05E+14,10.116,17,3700,14.237,64.879,18.022,12.603,48.089,13.358,72,0,0.299,3.03,0.842,0.21,2.237,0.621,51,51,71,0,0,3,0.366
20:32:53:177,3.05E+14,10.227,12,3700,12.22,66.229,18.397,10.738,49.275,13.688,73,0,0.156,3.047,0.846,0.193,2.258,0.627,51,51,71,0,0,145,0
20:32:53:287,3.05E+14,10.337,13,3800,12.586,67.617,18.783,11.028,50.491,14.025,79,0,0.172,3.066,0.852,0.194,2.279,0.633,51,51,71,0,0,0,0
20:32:53:399,3.05E+14,10.448,12,3700,11.978,68.95,19.153,10.618,51.673,14.354,72,0,0.153,3.083,0.856,0.196,2.301,0.639,51,51,71,0,0,133,0
20:32:53:508,3.05E+14,10.558,12,3700,12.357,70.302,19.528,10.879,52.863,14.684,73,0,0.168,3.102,0.862,0.19,2.322,0.645,51,51,71,0,0,0,0
20:32:53:618,3.05E+14,10.668,12,3700,12.176,71.645,19.901,10.829,54.058,15.016,73,0,0.157,3.119,0.866,0.192,2.343,0.651,51,51,71,0,0,136,0
20:32:53:730,3.05E+14,10.779,16,3700,14.682,73.279,20.355,13.102,55.515,15.421,72,0,0.171,3.138,0.872,0.193,2.365,0.657,51,51,71,0,0,0,0
20:32:53:824,3.05E+14,10.874,26,3700,15.81,74.771,20.77,14.237,56.859,15.794,75,0,0.279,3.164,0.879,0.212,2.385,0.662,51,51,71,0,0,10,1.492
20:32:53:949,3.05E+14,10.999,13,3700,12.442,76.33,21.203,11.08,58.247,16.18,73,0,0.186,3.188,0.885,0.195,2.409,0.669,51,51,71,0,0,3,0.242
20:32:54:059,3.05E+14,11.109,12,3800,12.521,77.706,21.585,10.878,59.443,16.512,73,0,0.167,3.206,0.891,0.189,2.43,0.675,51,51,71,0,0,1,0
20:32:54:169,3.05E+14,11.219,12,3700,12.128,79.039,21.955,10.692,60.618,16.838,77,0,0.165,3.224,0.896,0.193,2.451,0.681,51,51,71,0,0,144,0
20:32:54:279,3.05E+14,11.329,18,3700,14.591,80.651,22.403,13.248,62.081,17.245,76,0,0.254,3.252,0.903,0.19,2.472,0.687,51,51,71,0,0,0,0
20:32:54:389,3.05E+14,11.438,17,3700,14.615,82.245,22.846,13.149,63.516,17.643,73,0,0.171,3.271,0.909,0.191,2.493,0.692,51,51,71,0,0,1,0
20:32:54:498,3.05E+14,11.548,12,3700,12.581,83.621,23.228,10.962,64.714,17.976,73,0,0.165,3.289,0.914,0.188,2.513,0.698,51,51,71,0,0,128,0
20:32:54:609,3.05E+14,11.659,12,3700,12.663,85.031,23.62,11.219,65.964,18.323,73,0,0.162,3.307,0.919,0.191,2.534,0.704,51,51,71,0,0,1,0
20:32:54:720,3.05E+14,11.769,16,3700,14.758,86.661,24.073,13.112,67.412,18.726,71,0,0.195,3.329,0.925,0.187,2.555,0.71,51,51,71,0,0,0,0
20:32:54:830,3.05E+14,11.879,40,3700,19.73,88.829,24.675,17.682,69.355,19.265,76,0,0.37,3.369,0.936,0.209,2.578,0.716,51,51,71,0,0,7,0.838
20:32:54:940,3.05E+14,11.989,21,3700,17.888,90.797,25.221,15.88,71.102,19.75,76,0,0.32,3.404,0.946,0.195,2.6,0.722,51,51,71,0,0,3,0.406
20:32:55:050,3.05E+14,12.1,29,3700,21.081,93.127,25.869,19.015,73.204,20.334,76,0,0.326,3.44,0.956,0.193,2.621,0.728,51,51,71,0,0,1,0
20:32:55:159,3.05E+14,12.209,31,3700,21.637,95.485,26.524,19.636,75.344,20.929,76,0,0.401,3.484,0.968,0.194,2.642,0.734,51,51,71,0,0,126,0
20:32:55:270,3.05E+14,12.32,22,3700,17.426,97.416,27.06,15.659,77.079,21.411,79,0,0.375,3.526,0.979,0.003,2.642,0.734,51,51,71,0,0,1,0
20:32:55:382,3.05E+14,12.432,13,3700,12.517,98.82,27.45,11.119,78.326,21.757,76,0,0.17,3.545,0.985,0.006,2.643,0.734,51,51,71,0,0,1,0
20:32:55:493,3.05E+14,12.542,13,3700,12.305,100.18,27.828,11.139,79.557,22.099,77,0,0.161,3.563,0.99,0.004,2.643,0.734,51,51,71,0,0,1,0
20:32:55:604,3.05E+14,12.653,13,3700,12.396,101.558,28.211,11.172,80.799,22.444,76,0,0.175,3.582,0.995,0.005,2.644,0.734,51,51,71,0,0,1,0
20:32:55:699,3.05E+14,12.749,12,3700,12.488,102.748,28.541,11.192,81.865,22.74,77,0,0.159,3.597,0.999,0.004,2.644,0.735,51,51,71,0,0,1,0
20:32:55:823,3.05E+14,12.874,27,3800,14.373,104.545,29.04,13.143,83.508,23.197,76,0,0.218,3.624,1.007,0.026,2.648,0.735,51,51,71,0,0,4,0.55
20:32:55:920,3.05E+14,12.969,14,3700,12.648,105.754,29.376,11.43,84.602,23.5,74,0,0.214,3.645,1.012,0.018,2.649,0.736,51,51,71,0,0,4,0.406
20:32:56:029,3.05E+14,13.079,29,3700,17.521,107.672,29.909,15.805,86.331,23.981,78,0,0.522,3.702,1.028,0.002,2.65,0.736,51,51,71,0,0,1,0
20:32:56:136,3.05E+14,13.186,21,3700,17.181,109.515,30.421,15.602,88.005,24.446,76,0,0.268,3.731,1.036,0.006,2.65,0.736,51,51,71,0,0,122,0
20:32:56:247,3.05E+14,13.297,15,3700,13.741,111.032,30.842,12.424,89.376,24.827,78,0,0.255,3.759,1.044,0.004,2.651,0.736,51,51,71,0,0,1,0
20:32:56:355,3.05E+14,13.405,15,3700,13.529,112.499,31.25,11.929,90.67,25.186,74,0,0.202,3.781,1.05,0.006,2.651,0.736,51,51,71,0,0,1,0
20:32:56:465,3.05E+14,13.515,21,3700,16.182,114.282,31.745,14.731,92.293,25.637,79,0,0.259,3.809,1.058,0.002,2.652,0.737,51,51,71,0,0,1,0
20:32:56:576,3.05E+14,13.626,12,3700,12.305,115.647,32.124,11.067,93.521,25.978,76,0,0.156,3.827,1.063,0.003,2.652,0.737,51,51,71,0,0,1,0
20:32:56:685,3.05E+14,13.735,12,3700,12.378,116.994,32.498,11.134,94.732,26.315,78,0,0.163,3.844,1.068,0.004,2.652,0.737,51,51,71,0,0,1,0
20:32:56:823,3.05E+14,13.874,27,3800,14.278,118.977,33.049,13.007,96.539,26.816,74,0,0.22,3.875,1.076,0.02,2.655,0.738,51,51,71,0,0,3,0.489
20:32:56:904,3.05E+14,13.954,13,3700,12.62,119.986,33.329,11.31,97.443,27.068,76,0,0.2,3.891,1.081,0.015,2.656,0.738,51,51,71,0,0,5,0.392
20:32:57:013,3.05E+14,14.063,13,3700,12.352,121.335,33.704,11.155,98.662,27.406,74,0,0.169,3.909,1.086,0.007,2.657,0.738,51,51,71,0,0,107,0
20:32:57:123,3.05E+14,14.172,16,3700,14.114,122.877,34.132,12.916,100.073,27.798,77,0,0.227,3.934,1.093,0.006,2.658,0.738,51,51,71,0,0,1,0
20:32:57:232,3.05E+14,14.282,12,3700,12.324,124.224,34.507,11.105,101.287,28.135,71,0,0.164,3.952,1.098,0.007,2.659,0.739,51,51,71,0,0,0,0
20:32:57:341,3.05E+14,14.391,12,3700,12.261,125.566,34.88,10.936,102.484,28.468,71,0,0.155,3.969,1.103,0.008,2.659,0.739,51,51,71,0,0,119,0
20:32:57:451,3.05E+14,14.501,13,3700,12.581,126.952,35.265,11.246,103.723,28.812,72,0,0.167,3.988,1.108,0.006,2.66,0.739,51,51,71,0,0,0,0
20:32:57:560,3.05E+14,14.61,13,3800,12.723,128.332,35.648,11.516,104.971,29.159,75,0,0.184,4.007,1.113,0.004,2.661,0.739,51,51,71,0,0,117,0
20:32:57:670,3.05E+14,14.719,12,3700,12.493,129.704,36.029,11.127,106.193,29.498,75,0,0.163,4.025,1.118,0.005,2.661,0.739,51,51,71,0,0,1,0
20:32:57:778,3.05E+14,14.828,13,3700,12.835,131.096,36.416,11.488,107.439,29.844,77,0,0.176,4.044,1.123,0.006,2.662,0.739,51,51,71,0,0,1,0
20:32:57:888,3.05E+14,14.937,18,3700,14.162,132.645,36.846,12.925,108.853,30.237,75,0,0.24,4.071,1.131,0.033,2.665,0.74,51,51,71,0,0,5,0.783
20:32:57:997,3.05E+14,15.047,13,3700,12.455,134.007,37.224,11.238,110.082,30.578,76,0,0.168,4.089,1.136,0.007,2.666,0.741,51,51,71,0,0,114,0
20:32:58:106,3.05E+14,15.156,13,3700,13.187,135.45,37.625,11.713,111.364,30.934,78,0,0.187,4.11,1.142,0.003,2.667,0.741,51,51,71,0,0,1,0
20:32:58:215,3.05E+14,15.265,13,3700,12.935,136.855,38.015,11.43,112.605,31.279,75,0,0.178,4.129,1.147,0.004,2.667,0.741,51,51,71,0,0,0,0
